"","regions","cluster"
"2985","chr8-124904329-124904814","healthy"
"2986","chr8-125083700-125084063","healthy"
"2987","chr8-125282296-125282842","healthy"
"2988","chr8-125574373-125574695","healthy"
"2989","chr8-126570340-126571010","healthy"
"2990","chr8-130961818-130963502","healthy"
"2991","chr8-130980456-130981042","healthy"
"2992","chr8-131869082-131869577","healthy"
"2993","chr8-131924411-131925170","healthy"
"2994","chr8-132013983-132014564","healthy"
"2995","chr8-132145766-132146129","healthy"
"2996","chr8-132546546-132547316","healthy"
"2997","chr8-132975097-132975830","healthy"
"2998","chr8-133274536-133275031","healthy"
"2999","chr8-133349837-133350855","healthy"
"3000","chr8-133358767-133359261","healthy"
"3001","chr8-133489077-133489952","healthy"
"3002","chr8-133491705-133492172","healthy"
"3003","chr8-133542380-133542804","healthy"
"3004","chr8-133596620-133597888","healthy"
"3005","chr8-134504328-134504822","healthy"
"3006","chr8-134511672-134512273","healthy"
"3007","chr8-134573454-134574542","healthy"
"3008","chr8-134639734-134640104","healthy"
"3009","chr8-134643194-134644029","healthy"
"3010","chr8-138358593-138359157","healthy"
"3011","chr8-139719875-139720602","healthy"
"3012","chr8-139744360-139746174","healthy"
"3013","chr8-139956479-139958186","healthy"
"3014","chr8-140193296-140193885","healthy"
"3015","chr8-140479355-140480297","healthy"
"3016","chr8-140921680-140922455","healthy"
"3017","chr8-142313833-142314834","healthy"
"3018","chr8-142382787-142383595","healthy"
"3019","chr8-142661948-142662982","healthy"
"3020","chr8-142756633-142757873","healthy"
"3021","chr8-143537134-143537799","healthy"
"3022","chr8-143579127-143579441","healthy"
"3023","chr8-143823178-143824250","healthy"
"3024","chr8-143899126-143900142","healthy"
"3025","chr8-143937667-143938020","healthy"
"3026","chr8-143996505-143996793","healthy"
"3027","chr8-144003103-144003793","healthy"
"3028","chr8-144004270-144004605","healthy"
"3029","chr8-144007574-144008742","healthy"
"3030","chr8-144017499-144017837","healthy"
"3031","chr8-144018906-144020648","healthy"
"3032","chr8-144415044-144415661","healthy"
"3033","chr8-144416357-144416943","healthy"
"3034","chr8-144483128-144483486","healthy"
"3035","chr8-144488104-144488556","healthy"
"3036","chr8-144495864-144496230","healthy"
"3037","chr8-144500582-144501458","healthy"
"3038","chr8-144778772-144779290","healthy"
"3039","chr8-144809207-144809713","healthy"
"3040","chr8-144817127-144817577","healthy"
"3041","chr8-145007669-145008455","healthy"
"3042","chr9-251228-251617","healthy"
"3043","chr9-254145-255025","healthy"
"3044","chr9-362356-363154","healthy"
"3045","chr9-368823-369993","healthy"
"3046","chr9-4086463-4087112","healthy"
"3047","chr9-4141102-4141522","healthy"
"3048","chr9-4352911-4353843","healthy"
"3049","chr9-4430132-4431232","healthy"
"3050","chr9-4489539-4492095","healthy"
"3051","chr9-4495551-4495977","healthy"
"3052","chr9-4504263-4504607","healthy"
"3053","chr9-4540039-4541065","healthy"
"3054","chr9-4642326-4642710","healthy"
"3055","chr9-4821808-4822395","healthy"
"3056","chr9-4839378-4839915","healthy"
"3057","chr9-6576944-6577449","healthy"
"3058","chr9-6609346-6609908","healthy"
"3059","chr9-6628011-6629023","healthy"
"3060","chr9-6632488-6633174","healthy"
"3061","chr9-6664304-6665234","healthy"
"3062","chr9-6672172-6672520","healthy"
"3063","chr9-6676041-6676857","healthy"
"3064","chr9-6736280-6736661","healthy"
"3065","chr9-8337674-8339068","healthy"
"3066","chr9-14072242-14073197","healthy"
"3067","chr9-14203299-14203785","healthy"
"3068","chr9-15210885-15212582","healthy"
"3069","chr9-15356436-15357567","healthy"
"3070","chr9-15389996-15390762","healthy"
"3071","chr9-15400104-15400997","healthy"
"3072","chr9-16133434-16134230","healthy"
"3073","chr9-17013512-17014448","healthy"
"3074","chr9-17604019-17604362","healthy"
"3075","chr9-17725328-17725999","healthy"
"3076","chr9-22302624-22303061","healthy"
"3077","chr9-22316172-22316538","healthy"
"3078","chr9-22405769-22406694","healthy"
"3079","chr9-27366484-27366788","healthy"
"3080","chr9-27368210-27368920","healthy"
"3081","chr9-27473045-27473570","healthy"
"3082","chr9-32393909-32394290","healthy"
"3083","chr9-32412440-32412710","healthy"
"3084","chr9-32414367-32415239","healthy"
"3085","chr9-32425923-32427347","healthy"
"3086","chr9-33172136-33173253","healthy"
"3087","chr9-33446246-33447950","healthy"
"3088","chr9-33808636-33809320","healthy"
"3089","chr9-33867733-33868985","healthy"
"3090","chr9-33919306-33919701","healthy"
"3091","chr9-34111530-34111950","healthy"
"3092","chr9-34185500-34186573","healthy"
"3093","chr9-34292554-34292885","healthy"
"3094","chr9-34341783-34342457","healthy"
"3095","chr9-34343130-34344000","healthy"
"3096","chr9-34365235-34365636","healthy"
"3097","chr9-34996705-34997983","healthy"
"3098","chr9-35008202-35008745","healthy"
"3099","chr9-35556747-35557242","healthy"
"3100","chr9-35835394-35836106","healthy"
"3101","chr9-35929146-35929632","healthy"
"3102","chr9-36424307-36424539","healthy"
"3103","chr9-36432000-36432617","healthy"
"3104","chr9-36468784-36469232","healthy"
"3105","chr9-36500956-36501462","healthy"
"3106","chr9-36501567-36502276","healthy"
"3107","chr9-37339611-37340268","healthy"
"3108","chr9-37405814-37406352","healthy"
"3109","chr9-37417931-37418659","healthy"
"3110","chr9-37424560-37425427","healthy"
"3111","chr9-37430467-37431227","healthy"
"3112","chr9-37508113-37509165","healthy"
"3113","chr9-37927709-37928508","healthy"
"3114","chr9-37947382-37947756","healthy"
"3115","chr9-38130579-38131176","healthy"
"3116","chr9-39131151-39132114","healthy"
"3117","chr9-42249401-42249990","healthy"
"3118","chr9-68609607-68610718","healthy"
"3119","chr9-69719626-69720317","healthy"
"3120","chr9-70228762-70229422","healthy"
"3121","chr9-70285001-70285503","healthy"
"3122","chr9-70346667-70347475","healthy"
"3123","chr9-70403656-70404029","healthy"
"3124","chr9-70438236-70438975","healthy"
"3125","chr9-70442337-70442710","healthy"
"3126","chr9-70485227-70485749","healthy"
"3127","chr9-70486145-70486475","healthy"
"3128","chr9-70542670-70543161","healthy"
"3129","chr9-70570994-70571658","healthy"
"3130","chr9-70579297-70580116","healthy"
"3131","chr9-70600928-70602818","healthy"
"3132","chr9-70623436-70623929","healthy"
"3133","chr9-70682320-70682669","healthy"
"3134","chr9-70884061-70884677","healthy"
"3135","chr9-71944844-71945433","healthy"
"3136","chr9-72013171-72013757","healthy"
"3137","chr9-72227946-72228722","healthy"
"3138","chr9-72459216-72459625","healthy"
"3139","chr9-72691446-72692294","healthy"
"3140","chr9-72753028-72754139","healthy"
"3141","chr9-72822062-72822766","healthy"
"3142","chr9-72884016-72884511","healthy"
"3143","chr9-73106175-73107992","healthy"
"3144","chr9-75001702-75002979","healthy"
"3145","chr9-75163705-75164262","healthy"
"3146","chr9-75175254-75176461","healthy"
"3147","chr9-75892326-75892986","healthy"
"3148","chr9-75953807-75954206","healthy"
"3149","chr9-75965134-75965582","healthy"
"3150","chr9-77460316-77460687","healthy"
"3151","chr9-77462583-77463632","healthy"
"3152","chr9-78267610-78268416","healthy"
"3153","chr9-78281050-78281680","healthy"
"3154","chr9-78286021-78286566","healthy"
"3155","chr9-78330552-78331538","healthy"
"3156","chr9-83147317-83147911","healthy"
"3157","chr9-83321495-83322209","healthy"
"3158","chr9-83431629-83432634","healthy"
"3159","chr9-83501620-83502390","healthy"
"3160","chr9-83602094-83602758","healthy"
"3161","chr9-83629462-83630185","healthy"
"3162","chr9-83659695-83660420","healthy"
"3163","chr9-83700114-83700936","healthy"
"3164","chr9-84045090-84046044","healthy"
"3165","chr9-87406576-87407129","healthy"
"3166","chr9-87751282-87752439","healthy"
"3167","chr9-88414115-88414697","healthy"
"3168","chr9-88705962-88707075","healthy"
"3169","chr9-89384897-89385357","healthy"
"3170","chr9-89532724-89533330","healthy"
"3171","chr9-89730555-89731159","healthy"
"3172","chr9-91567630-91568307","healthy"
"3173","chr9-92241853-92242877","healthy"
"3174","chr9-92247262-92248372","healthy"
"3175","chr9-92655874-92656666","healthy"
"3176","chr9-93049045-93050326","healthy"
"3177","chr9-93061752-93062323","healthy"
"3178","chr9-93110386-93110877","healthy"
"3179","chr9-93126559-93127253","healthy"
"3180","chr9-93893869-93894379","healthy"
"3181","chr9-94057904-94058328","healthy"
"3182","chr9-94631525-94631938","healthy"
"3183","chr9-94649005-94649980","healthy"
"3184","chr9-94666192-94667384","healthy"
"3185","chr9-94983415-94983953","healthy"
"3186","chr9-95069982-95071130","healthy"
"3187","chr9-95091356-95092793","healthy"
"3188","chr9-95134156-95134907","healthy"
"3189","chr9-96217709-96219927","healthy"
"3190","chr9-96454389-96454922","healthy"
"3191","chr9-96486288-96487009","healthy"
"3192","chr9-96858726-96858993","healthy"
"3193","chr9-97031401-97032106","healthy"
"3194","chr9-97109089-97109785","healthy"
"3195","chr9-97129789-97130432","healthy"
"3196","chr9-97135985-97136700","healthy"
"3197","chr9-97145272-97146094","healthy"
"3198","chr9-97156850-97157255","healthy"
"3199","chr9-97468290-97469022","healthy"
"3200","chr9-98117947-98119589","healthy"
"3201","chr9-98120358-98120893","healthy"
"3202","chr9-98125406-98125776","healthy"
"3203","chr9-99265985-99267025","healthy"
"3204","chr9-100052050-100052715","healthy"
"3205","chr9-100062853-100063522","healthy"
"3206","chr9-100125230-100125658","healthy"
"3207","chr9-101208157-101208692","healthy"
"3208","chr9-101327315-101327693","healthy"
"3209","chr9-101332140-101332697","healthy"
"3210","chr9-101417049-101419436","healthy"
"3211","chr9-101435527-101436030","healthy"
"3212","chr9-101449026-101449722","healthy"
"3213","chr9-101453147-101453500","healthy"
"3214","chr9-101458844-101459393","healthy"
"3215","chr9-101468129-101468609","healthy"
"3216","chr9-101468828-101469561","healthy"
"3217","chr9-101478542-101478800","healthy"
"3218","chr9-104810437-104811399","healthy"
"3219","chr9-104864702-104865145","healthy"
"3220","chr9-105259913-105260421","healthy"
"3221","chr9-105318595-105319818","healthy"
"3222","chr9-107368705-107369220","healthy"
"3223","chr9-109065252-109065723","healthy"
"3224","chr9-109066876-109067576","healthy"
"3225","chr9-109074337-109074862","healthy"
"3226","chr9-109114202-109114679","healthy"
"3227","chr9-109117955-109118830","healthy"
"3228","chr9-109522072-109522466","healthy"
"3229","chr9-109794287-109794692","healthy"
"3230","chr9-109902746-109903843","healthy"
"3231","chr9-109972139-109972843","healthy"
"3232","chr9-109974007-109974783","healthy"
"3233","chr9-110040528-110041270","healthy"
"3234","chr9-110057922-110058724","healthy"
"3235","chr9-110060851-110061083","healthy"
"3236","chr9-110220279-110221198","healthy"
"3237","chr9-110281959-110283232","healthy"
"3238","chr9-111467712-111468287","healthy"
"3239","chr9-111677995-111678643","healthy"
"3240","chr9-112493494-112494082","healthy"
"3241","chr9-112495677-112495972","healthy"
"3242","chr9-112620359-112620675","healthy"
"3243","chr9-112783502-112784878","healthy"
"3244","chr9-112789497-112790655","healthy"
"3245","chr9-112843326-112843666","healthy"
"3246","chr9-112866675-112868050","healthy"
"3247","chr9-113165730-113166424","healthy"
"3248","chr9-113179810-113180249","healthy"
"3249","chr9-113199667-113200276","healthy"
"3250","chr9-113381745-113382405","healthy"
"3251","chr9-113387175-113388251","healthy"
"3252","chr9-113504658-113505277","healthy"
"3253","chr9-113510886-113511607","healthy"
"3254","chr9-113919490-113920651","healthy"
"3255","chr9-113962360-113962737","healthy"
"3256","chr9-113989050-113989641","healthy"
"3257","chr9-114803456-114803789","healthy"
"3258","chr9-114823040-114823520","healthy"
"3259","chr9-116369567-116370178","healthy"
"3260","chr9-116564150-116564635","healthy"
"3261","chr9-119218040-119218786","healthy"
"3262","chr9-120759776-120760268","healthy"
"3263","chr9-120772987-120773763","healthy"
"3264","chr9-121052974-121053973","healthy"
"3265","chr9-121295208-121295496","healthy"
"3266","chr9-121296741-121297120","healthy"
"3267","chr9-121634207-121634576","healthy"
"3268","chr9-121675749-121676544","healthy"
"3269","chr9-121711670-121712147","healthy"
"3270","chr9-122186155-122186693","healthy"
"3271","chr9-123026092-123026801","healthy"
"3272","chr9-123046396-123047132","healthy"
"3273","chr9-123049510-123050196","healthy"
"3274","chr9-123109314-123110392","healthy"
"3275","chr9-123422165-123422951","healthy"
"3276","chr9-123450052-123450493","healthy"
"3277","chr9-123483995-123484750","healthy"
"3278","chr9-123631887-123632365","healthy"
"3279","chr9-123865156-123865447","healthy"
"3280","chr9-124363051-124363955","healthy"
"3281","chr9-124409412-124410266","healthy"
"3282","chr9-124421567-124421939","healthy"
"3283","chr9-125346366-125346763","healthy"
"3284","chr9-125352878-125353431","healthy"
"3285","chr9-125388716-125389454","healthy"
"3286","chr9-125489696-125490082","healthy"
"3287","chr9-125492096-125494038","healthy"
"3288","chr9-125532442-125533141","healthy"
"3289","chr9-126840660-126841071","healthy"
"3290","chr9-127197280-127198222","healthy"
"3291","chr9-127274845-127275562","healthy"
"3292","chr9-127421080-127421393","healthy"
"3293","chr9-127973209-127973810","healthy"
"3294","chr9-127989023-127989424","healthy"
"3295","chr9-127990647-127992056","healthy"
"3296","chr9-128043118-128044248","healthy"
"3297","chr9-128100204-128100533","healthy"
"3298","chr9-128101307-128101909","healthy"
"3299","chr9-128119035-128119396","healthy"
"3300","chr9-128338876-128339183","healthy"
"3301","chr9-128495219-128495659","healthy"
"3302","chr9-128576672-128577521","healthy"
"3303","chr9-128792908-128793455","healthy"
"3304","chr9-128845040-128845905","healthy"
"3305","chr9-128850006-128850512","healthy"
"3306","chr9-128856286-128856794","healthy"
"3307","chr9-128863420-128864071","healthy"
"3308","chr9-128875511-128876168","healthy"
"3309","chr9-128880081-128880342","healthy"
"3310","chr9-129089269-129089733","healthy"
"3311","chr9-130126751-130127755","healthy"
"3312","chr9-130182579-130183634","healthy"
"3313","chr9-130191122-130191373","healthy"
"3314","chr9-130191709-130192446","healthy"
"3315","chr9-130193572-130193900","healthy"
"3316","chr9-130195605-130196056","healthy"
"3317","chr9-130197648-130198413","healthy"
"3318","chr9-130200102-130200663","healthy"
"3319","chr9-130201462-130202334","healthy"
"3320","chr9-130379441-130379942","healthy"
"3321","chr9-130381106-130381517","healthy"
"3322","chr9-130381650-130382429","healthy"
"3323","chr9-130432893-130433805","healthy"
"3324","chr9-130437279-130437935","healthy"
"3325","chr9-130438396-130438997","healthy"
"3326","chr9-130451472-130452384","healthy"
"3327","chr9-130453333-130453942","healthy"
"3328","chr9-130472564-130472763","healthy"
"3329","chr9-130478104-130478728","healthy"
"3330","chr9-130502535-130502773","healthy"
"3331","chr9-130768944-130769413","healthy"
"3332","chr9-130791323-130791991","healthy"
"3333","chr9-130826775-130827496","healthy"
"3334","chr9-131426450-131426806","healthy"
"3335","chr9-131496759-131497590","healthy"
"3336","chr9-133080958-133081404","healthy"
"3337","chr9-133334058-133334458","healthy"
"3338","chr9-133342372-133342751","healthy"
"3339","chr9-133344785-133345006","healthy"
"3340","chr9-133531230-133531432","healthy"
"3341","chr9-133656327-133657701","healthy"
"3342","chr9-133658298-133659412","healthy"
"3343","chr9-133737279-133738747","healthy"
"3344","chr9-133739490-133740218","healthy"
"3345","chr9-133742784-133743275","healthy"
"3346","chr9-133753067-133753370","healthy"
"3347","chr9-133757217-133757764","healthy"
"3348","chr9-133818171-133818693","healthy"
"3349","chr9-133914462-133915359","healthy"
"3350","chr9-133935262-133936376","healthy"
"3351","chr9-134138174-134138593","healthy"
"3352","chr9-134220208-134220687","healthy"
"3353","chr9-134230922-134231960","healthy"
"3354","chr9-134314859-134315408","healthy"
"3355","chr9-134320498-134321253","healthy"
"3356","chr9-134323710-134324126","healthy"
"3357","chr9-134335477-134336571","healthy"
"3358","chr9-134375057-134376261","healthy"
"3359","chr9-134377909-134378381","healthy"
"3360","chr9-134410022-134410576","healthy"
"3361","chr9-135484525-135485020","healthy"
"3362","chr9-135489123-135489616","healthy"
"3363","chr9-135993884-135994592","healthy"
"3364","chr9-136492677-136493408","healthy"
"3365","chr9-136597920-136599181","healthy"
"3366","chr9-136617474-136619222","healthy"
"3367","chr9-136672592-136673301","healthy"
"3368","chr9-137173538-137174153","healthy"
"3369","chr9-137229754-137231015","healthy"
"3370","chr9-137262965-137263937","healthy"
"3371","chr9-137441222-137442019","healthy"
